Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],Sum_of_Width
1,0.07992657281437096,0.17247431144048495,0.18287400649388083,0.2559275826191332,0.04341822859779143,0.20898265565706448,0.029060934055640364,0.24961223549214367,0.09442083345404677,0.2132592907859059,0.07395477821316183,0.18903520113452577,0.07992657281437096,0.12712679642747884,0.8328361471134738
2,1.7000000000072513e-5,0.3403807935154093,0.12313817189622128,0.25269146240184587,3.6666666667628522e-6,0.27923667846101097,0.09395790857451679,0.21434842827560846,0.06438687244691421,0.21485347268076355,6.818181818385449e-6,0.22906390975019086,0.050194863571225955,0.1377199535778076,1.3365893973252732
3,0.11542687862989952,0.2900741297994599,0.1095495616734749,0.23705299294528204,0.051935383929505696,0.33074486203761855,0.09120525892729453,0.1518264887073252,0.08854990908425575,0.17977889496894822,0.07191177644561263,0.1574426116893441,0.062248625580989383,0.06225262558098936,0.818345211457935
4,0.09141503375608093,0.31947949372302054,0.08266028975039384,0.32137830682406976,0.1251026870335333,0.17509683651674682,0.10725024922987747,0.16464756325036123,0.06693750588007268,0.12371253470549366,0.07409263888737253,0.09163093409349696,0.08340179135568887,0.17319413499379138,0.7382796082139607
5,0.03223417230629866,0.3095996370090903,0.02919327734890359,0.28041369299352004,0.09435208181560387,0.18606627784458277,0.10898164408721833,0.23285216522817065,0.03743680252106618,0.1709132379910279,0.08546028566218054,0.22414668468024307,0.03949283360329095,0.16885720690880313,1.1456978053108757
6,0.1025941306028692,0.26908272831956165,0.12363388877493685,0.28673063363653994,0.09972207384486115,0.20517759453907175,0.06197572619313384,0.14320653501260455,0.02711276863274789,0.19942681435638898,0.07097858367580734,0.2051762612057384,0.0851968794691052,0.1199853817366332,0.8575718976130771
7,0.11716376301122203,0.2563915626479435,0.07302568976022349,0.2710532968863505,0.0074513140735695815,0.36610401158559597,0.09525165993318378,0.1561324324485729,0.008542143946721925,0.20632873023511678,0.06225988760986093,0.16542463367980018,0.06395140069938063,0.15091947348245807,1.1447082819316756
8,0.13943599759848765,0.1981795537419169,0.09318894747203582,0.23083271956779639,0.09886823177259027,0.23874731956781428,0.0670042351601645,0.11937465978390714,0.04082352284829319,0.18637489494407164,0.18637789494407164,0.18637989494407164,0.063174471258446,0.1512376563963329,0.6222533978918218
9,0.1571530526386037,0.2977159440742274,0.11248516521617434,0.13862287946680796,0.12555702234149116,0.15168873659212476,0.12555702234149116,0.18054711280765182,0.06737192776458818,0.13862087946680796,0.12555702234149116,0.15168873659212476,0.02367954632656674,0.20375495202984883,0.525278482059187
10,0.02172751360925418,0.3243232189194819,0.19858251898146678,0.21621947927965468,0.09929125949073339,0.1296980087747902,0.06396815637248571,0.21517288830947912,0.05603261514739209,0.20739890822146978,0.0652442124942206,0.163745055771303,0.03649025358716415,0.20210591104110434,0.9173269406345661
