Num,Setting,P,Q,R,F,Euclidean_ave,Euclidean_std
4,A,0.46181311758536425,0.792393306675902,0.5498041956854267,0.5972011079428504,0.07756198965026999,0.031124520465259667
4,B,0.4609674632308065,0.7642892224766487,0.5747140234366116,0.5970902909256516,0.07772326786945928,0.025900404050611423
4,C,0.4428547163884797,0.7994303145668723,0.530514843614819,0.580474247821767,0.07952727931317165,0.0323375659571366
4,D,0.4792216847938969,0.7790963974241314,0.5640741910807839,0.6195457072465295,0.07703710823803997,0.027631856386607458
4,E,0.4574788438496837,0.7751500836495084,0.5697873637161706,0.5910100235380258,0.0780616430849238,0.027540290883979655
5,A,0.4870979001268264,0.9300395337511178,0.51484814642101,0.6330759447492171,0.08118829440244715,0.028447437408511956
5,B,0.5119069594537262,0.879588377274937,0.562414077823474,0.6606420309064662,0.08401810809748249,0.026560632021999184
5,C,0.5017649880999099,0.9143060718324232,0.5367761773602133,0.6478409879977164,0.08507483280341212,0.029174951373798746
5,D,0.5203438475968911,0.9088831423549502,0.5508349981505658,0.671773293410119,0.08143661696679826,0.027257280359458277
5,E,0.4895105769845869,0.8939452114261297,0.5341563453292243,0.6366303527832297,0.08053934435093824,0.026594146070958995
6,A,0.45410371408661915,0.9714595231830842,0.4656059495219143,0.5992759249718437,0.06658592674235624,0.02081817072873789
6,B,0.4484478003629829,0.9334408211128244,0.47497589074930346,0.600098450303254,0.08163930630162702,0.020466014923661527
6,C,0.4763027273164576,0.9556548779232259,0.49479017093367245,0.6267422111263522,0.07381155751108877,0.021994762100725773
6,D,0.5022281545932468,0.9660141114911548,0.5126864905708983,0.6631569004262418,0.07158523305798602,0.020464336910242676
6,E,0.48693492053331255,0.958049985899867,0.5049936752853669,0.6363238148608449,0.0762631845294557,0.020314459602474317
7,A,0.4989473100602381,0.9938590764029961,0.5011667671758859,0.6560884325009144,0.050253764395784384,0.015136295273705684
7,B,0.491930277195327,0.9790356016968002,0.499828775460847,0.6520864658332625,0.06763888970556106,0.015966860250319764
7,C,0.4815498609156413,0.9852640577919769,0.4870583680317907,0.6403748206593107,0.05598429003147738,0.01607986422523248
7,D,0.4978847199164377,0.9915112534064062,0.5004327678818152,0.6625938565921952,0.058417572313368124,0.01556255632333509
7,E,0.5140178908791052,0.989322689868909,0.5184645037234789,0.6710454394404759,0.061106241005181874,0.015164191033141448
8,A,0.48905019213779427,0.9991847496106291,0.48938353369923415,0.6457655552275364,0.04237939528992846,0.01051852140779521
8,B,0.4855452711849976,0.9874564007717084,0.4906907793731622,0.6446962834960878,0.06271290432285902,0.011462407574938221
8,C,0.46798166701896027,0.9933224909343646,0.4704023238513637,0.6272586193945423,0.0522479252352935,0.012230236967341268
8,D,0.508723328410794,0.9977696922846271,0.509425554909849,0.6733374216580427,0.053337349161137144,0.010724126918386758
8,E,0.5435608300489255,0.9964927760897843,0.5452346294417874,0.6960781346611279,0.05530760613061063,0.01041644934030999
