Num,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],Sum_of_Width
1,0.27368967598500066,0.3589916430777824,0.1731275262929614,0.2736896759850007,0.1794958215388912,0.2641104656084733,0.12989790699124118,0.19202875681419987,0.048364615251460144,0.1066039124549891,0.3908489078808908
2,0.2543123093135665,0.3883324509871256,0.15316900329883074,0.2543123093135666,0.13980629308363035,0.211304238176115,0.12534884304759247,0.19976238156277795,0.09494643690785476,0.17870573430894002,0.46483422869705027
3,0.18221145797319008,0.3462234609799095,0.17311173048995473,0.28736571626888907,0.17311173048995473,0.28736571626888907,0.12184981272367297,0.20568372172828536,0.07673621408131252,0.14634043899594187,0.5459581084838299
4,0.2689532031286595,0.3169493661689765,0.24018640096019322,0.3077105968313804,0.15847468308448823,0.24018640096019322,0.09976275985854126,0.16135280693536674,0.07616125632896793,0.13026252574323305,0.3129233932782998
5,0.37497841088778605,0.42055918956513016,0.171744334316321,0.2127299741841719,0.17174463431632098,0.2240832315459445,0.10036053606377963,0.17174463431632098,0.04824969363651719,0.10380536116770755,0.26584478155855024
6,0.3988080443858399,0.445865726738781,0.17544435035393485,0.23914659634491212,0.13356098340044978,0.2391053234854598,0.056387898297636206,0.1362834368750398,0.05607463121394761,0.1193230089039988,0.3594481846963832
7,0.24283477992886157,0.29875057427946244,0.24283477992886157,0.2987505742794624,0.17610938646347155,0.25879071984707724,0.08761117665384428,0.17738675713508995,0.07124831115567513,0.1456829403281939,0.3587231317385718
8,0.25895026950687516,0.3407281459962679,0.17036407299813391,0.3235243306520498,0.15474664062352836,0.24496217760222758,0.09816304287122227,0.1802179160657324,0.06867042379262456,0.15967297989133805,0.49821110041523137
9,0.22504684672785383,0.34211467504131676,0.20595367659947308,0.2947191862496056,0.18438229725270183,0.24945439142254652,0.11347193616192748,0.19290158700436974,0.06216625276406847,0.12978915077613656,0.41795798098795045
10,0.26971890334392606,0.3474960836549893,0.2224928330068418,0.27659556507004696,0.16264529141883682,0.22249283300684192,0.11583202788499643,0.18477651030491446,0.06831696694008564,0.12963298536852075,0.3219879548106266
11,0.29869033029024744,0.35446840143671626,0.1839025873460046,0.2986903302902475,0.14934516514512375,0.2248371916338177,0.1465986578014069,0.2069275260454142,0.03963952123536977,0.0969002887756518,0.36364747636369504
12,0.28965143722721615,0.37083536154616914,0.1825554799252272,0.2969756790533607,0.1097843258389352,0.20668262704978302,0.12361178718205641,0.2174021560662363,0.05860496142859619,0.14389618468241974,0.47158401679593775
13,0.20490167475016072,0.3649671831782692,0.18248359158913466,0.35033205987561633,0.11819135593759515,0.20634931959636188,0.1138390586572923,0.2110078780356397,0.07940847978208661,0.16851939859784335,0.602351678567461
14,0.251765844848369,0.3570514814744506,0.15005834052314965,0.27027527561748893,0.2134421229953371,0.274942450401082,0.11635163760452336,0.19530965909325743,0.04051598796942247,0.13028719947291928,0.45573213211839664
15,0.23193494231071052,0.31398110483483144,0.20959013713471714,0.2938990394709062,0.2008893406943381,0.27323049197297444,0.09973837453569834,0.20959013713471714,0.04753458572140532,0.11961184618970147,0.42062523920626127
16,0.26300943080612554,0.36874773296766994,0.15435237427913523,0.2638045208041025,0.18437386648383497,0.28080038656742,0.08731131133738043,0.15314471298983404,0.08878823444364231,0.15566742932085503,0.44432956529976303
17,0.2016046298568736,0.3472820320520217,0.23394686440277584,0.3344987776595264,0.10194803043614231,0.21081557129378115,0.1157606773506739,0.24350170219110967,0.05632505264647385,0.1543166621106214,0.5808294906141208
18,0.2533165429259501,0.3149427459046269,0.25732745658782835,0.3031511121400968,0.15747137295231345,0.25734840596745207,0.12866392829391418,0.17667984813050322,0.040736310589840966,0.11036227650747403,0.32496877730030604
19,0.1752134788617367,0.25671136633088926,0.25523674138884933,0.34306681920169757,0.15963943616776027,0.2371757543835741,0.08876457613324645,0.1765704366110346,0.10977249563077145,0.19784889529044042,0.42274654363527175
20,0.26490954044279047,0.3669171624882757,0.18696241396530297,0.26490954044279047,0.1752444738092855,0.24055475082219585,0.095426068860077,0.19390481146250366,0.06889561829663275,0.14227561941014563,0.41712376925182265
21,0.24368421764786766,0.31746915914361284,0.2028989460736843,0.2913603460224063,0.14568017301120315,0.27449750041147136,0.13269355326832893,0.21766278852334545,0.050076734331502594,0.12397658156657736,0.44993275133482663
22,0.2459167638598389,0.34583636747156316,0.2176590766682014,0.3149473526179567,0.13887638534068472,0.2651752229771659,0.09703294096385398,0.18804682476598364,0.04690829659877398,0.1396007687359777,0.5072130731372941
23,0.25355815944330035,0.3610142560124086,0.1805071280062043,0.270385805725592,0.17416890801549328,0.2535581594433003,0.11636264914140444,0.18149912974550625,0.07131465371591975,0.13763115075087076,0.4081770033553558
24,0.26702384421215797,0.31582447354710996,0.28727138525747864,0.3386304317331834,0.15791203677355498,0.22259277177265618,0.08531181405605402,0.141124957607418,0.07080524350375372,0.11350304153663318,0.2633513523940014
25,0.25491236398366335,0.3837705017344641,0.1648971800574062,0.2681114320728355,0.19188525086723202,0.2671704580415274,0.0917986568282814,0.1779285466395686,0.06396175028907733,0.13556385948594402,0.4650895959486794
26,0.24528057867718078,0.3285091682430909,0.24527977867718076,0.2982608587552549,0.1739344238515072,0.2544837493131153,0.10893676722918551,0.18129949696889705,0.05952044567775959,0.10449473260682796,0.3340960117743722
27,0.2995896345762756,0.35473478449473317,0.1773673922473666,0.30296935832030625,0.15148467916015312,0.22162969154557252,0.09055564167050481,0.14768845161764116,0.07875841920864457,0.17522194715880207,0.40448846627411045
28,0.28162535445930303,0.37279678698389207,0.1663233735368436,0.2816253544593031,0.17158322256265662,0.2253074813676043,0.11776883400528529,0.20756164290294957,0.05326157873039826,0.1221463709917642,0.4188752734110264
29,0.2613149644655845,0.33422502075441046,0.22211043581964313,0.27115825925917425,0.15282433099723783,0.23233876164276915,0.12316948364597728,0.1847656678250236,0.07608302086372112,0.1420100547264586,0.32899552841567226
30,0.378077781110954,0.41678781706835677,0.17887330208485855,0.23388057148960914,0.1630648932040172,0.223708193746877,0.07796019049653646,0.16410687501774485,0.04833544236289692,0.11520493341814912,0.30737678148147374
31,0.20143776441827083,0.343126497634808,0.24707921422927254,0.3250428113379969,0.14254564762774966,0.21436134627301612,0.12354010711463628,0.20287438811418582,0.05684408211493495,0.1431481411351289,0.4571063689902715
32,0.2749578212706984,0.38505602072977363,0.19111587798853988,0.2545369758669692,0.19111507798853986,0.24152918514956268,0.10170362942897085,0.14691285327162418,0.07559364766997217,0.1374789106353491,0.33102789130655763
33,0.2523122952550928,0.33663322112602423,0.2016555063816213,0.2775348671728832,0.16831661056301211,0.2691479693554464,0.12591607411004369,0.18248650905913352,0.06204623318700373,0.12395071378973907,0.37950656100645286
34,0.3067963038829179,0.38838208156156295,0.18748662694976204,0.3043341332950327,0.1335701449291209,0.23195025177669226,0.08166326057971089,0.18152469654690734,0.05072235554917216,0.1335701449291209,0.4795226162186323
35,0.2727340190959409,0.37567948248884697,0.20171880030192071,0.28479012611026355,0.13205004096518055,0.23418552298194223,0.1042258054827764,0.19564046637669083,0.05928463871968766,0.13969109747675024,0.4599733908689876
36,0.3859268066825602,0.42206672781793914,0.15243096231019032,0.2268697194258274,0.1791711156808285,0.2275362532566747,0.09036663410093779,0.15243096231019032,0.054778501780216385,0.10842231663463534,0.27465195889053373
37,0.263515284879036,0.316157060686388,0.24627670590706424,0.2936570221832166,0.1551472117435164,0.2462767059070643,0.12313835295353212,0.16920307849273433,0.06874856544873999,0.11788001179870802,0.2863477581362225
38,0.35229972907669443,0.3915183892776257,0.17614936453834723,0.21536812866753122,0.12465231764045412,0.21895650540888628,0.10922614405866515,0.1921332940408114,0.08807498226917361,0.1316211450218108,0.2991949248333308
39,0.21185388199429123,0.28412264960424893,0.2152012948377588,0.28720665570265697,0.20093867747395713,0.25490615751362233,0.14206132480212447,0.23171816134580475,0.04830131161022112,0.12368988511531434,0.3632870185632946
40,0.35031203741071515,0.3871702413623969,0.1878981671693527,0.23999229091175903,0.19358442068119847,0.22437677640559892,0.07782192219026791,0.11722803762739309,0.09679201034059923,0.12482409590071852,0.18718288441573303
41,0.1896029571859723,0.2897537188754526,0.2351926843067841,0.2945225428593491,0.13151547363636057,0.28077106414628367,0.11830554589099829,0.2187553305545281,0.07019276603657092,0.17138791650770027,0.5103811458866275
42,0.22549435430750292,0.3030434826018139,0.18463065189430847,0.24941469702666166,0.22549355430750295,0.2833506457148135,0.10046340295788025,0.1874503508362138,0.09231532594715429,0.14834353440614834,0.3432054211713023
43,0.3324410243686188,0.3925506946020567,0.18004738508537776,0.26965257603512816,0.12900583298885232,0.1947551860028159,0.13482628801756413,0.20485392910339195,0.04504103590802488,0.11682604788816935,0.3572768672631242
44,0.1997863610951349,0.2929554869926878,0.272187703464968,0.36101787400397956,0.13941184090917097,0.2339487427872781,0.09989912063295162,0.20302197147529716,0.05075549286882428,0.14701540576970765,0.47591896205790046
45,0.2588029343058653,0.3291457617694508,0.17017211657352843,0.2601668970990355,0.15110846660613203,0.2071416428542375,0.1294016671529327,0.21148491784613282,0.10492975991059983,0.177645835882085,0.37117011090188334
46,0.24588749524923412,0.3931698163254463,0.19658490816272317,0.2978530882454497,0.10510469209637852,0.24588749524923412,0.10711662593869793,0.187195656550325,0.05871083977147905,0.1624893824110321,0.5731908775629745
47,0.19700874189330492,0.3878109295194836,0.18247117691589346,0.3031923387186691,0.13554965787453974,0.289048129410435,0.09521937808546412,0.19700874189330492,0.04690156861649204,0.16578933707241306,0.6856989532286113
48,0.2578572325332598,0.3280939684808975,0.23817497102927812,0.28131989039267075,0.21018356697572238,0.2649045966253528,0.0896137785713515,0.12670854940251997,0.08184760131067421,0.12129584467827285,0.24464569915942785
49,0.27278579671231534,0.33246853389040126,0.2608315412601763,0.31706154442767026,0.13639279835615764,0.2025775671328282,0.08450081283091575,0.19437666375550403,0.046141211513167565,0.15286353012086354,0.3986956786545347
50,0.3132944306897057,0.3638714358087839,0.1693097624730992,0.24983402048974726,0.1693090624730992,0.22039612893915125,0.12465369712671856,0.2172506554625214,0.05243051490692363,0.11965029163024998,0.3420050646609075
51,0.21757364986139133,0.29032509205503243,0.25291838586923554,0.3256203564059553,0.13014160074982759,0.2692355035513755,0.1264590929346177,0.2015036537924509,0.053292413565723874,0.13293025121438978,0.43922971403840794
52,0.28800280477249174,0.355935602619146,0.22217563108349747,0.3015945382919254,0.15014632352870078,0.23577663999181514,0.10662849962186502,0.15675676459834112,0.060802406111828314,0.12218078938038908,0.3444886697632334
53,0.3318076767901046,0.37764439175516457,0.18116331286003132,0.2396364711600223,0.16590423839505225,0.2549845650533459,0.09995357061582064,0.16816275786657545,0.06360836103056902,0.11713465447331399,0.3151256806168443
54,0.21410697322004796,0.27209374365567324,0.2217432123465899,0.26974030087043166,0.22174281234658988,0.26440618270896804,0.13223420030784636,0.22174321234658984,0.05565952292688162,0.1265298392703816,0.3090265577040887
55,0.2750158547815348,0.34868148131559773,0.20423446516657356,0.28570556476613557,0.1480266040943862,0.2385177528163514,0.1192588764081757,0.22295325367829372,0.03564831802602082,0.12195782894693052,0.4356317630466179
56,0.2869637869397273,0.31722008214596514,0.2637140279893015,0.2929692566000296,0.13760015523456953,0.18524328568995987,0.13185691399465077,0.16072068015902113,0.09185479725212449,0.13185701399465077,0.17602063717925293
57,0.3777499842502713,0.4097695450995043,0.1888755921251356,0.26578423175701393,0.13708004579516136,0.20020195984899977,0.1196685873877921,0.16082811011071385,0.051458249048404105,0.08858369457700374,0.25033508278647115
58,0.28479082459999133,0.3832976726985268,0.17131538517783843,0.28479082459999133,0.14190321512907378,0.22083264159054133,0.12760244401733883,0.21178429615236122,0.05167520415132415,0.12200749188301283,0.445425853848867
59,0.20737125207476917,0.33921185947803895,0.22251262836742242,0.31510522775513883,0.16071829855346173,0.25401485582839856,0.10185168943380223,0.2073712520747691,0.05275905224812814,0.1390838841860708,0.5095741586448326
60,0.2152798850239288,0.2809777542660866,0.21843144631590544,0.29064537080848984,0.15142942994992104,0.23166346678346666,0.14532268540424492,0.22965034999259074,0.08217380098344,0.15442581047192597,0.37472550464511967
61,0.24462162004549115,0.39495217300183794,0.1966051483724629,0.2865566148774616,0.10831700208460718,0.24462162004549123,0.10082789908512661,0.2149513116319997,0.05149469109151313,0.1570519197640085,0.596267278641598
62,0.28943939718653594,0.3611558008176995,0.24155384700350932,0.3011535736991008,0.11837087199670826,0.18490980735971468,0.11940453446597113,0.19770457901448943,0.06526295288116737,0.12104463557510345,0.33193679293221584
